x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,label
-8,-6,-5,-3,-3,-3,-3,-2,4,3,2,1,12,10,8,6,NROI
-3,-3,-3,0,-3,-3,-2,0,-1,-1,0,3,4,3,4,6,NROI
0,-3,-2,7,1,-3,-3,3,2,-2,-2,0,5,1,1,0,NROI
66,28,-9,-36,59,21,-15,-37,52,14,-21,-36,48,8,-24,-34,NROI
-16,-9,-2,0,-11,-6,0,2,-6,-1,3,5,1,4,8,8,NROI
-4,-5,-4,-2,-2,-4,-2,0,0,-1,1,3,3,2,4,7,NROI
-10,-11,-9,-7,-5,-1,-1,0,-1,4,6,9,1,4,11,18,NROI
-24,-20,-13,-6,-17,-9,0,10,-8,0,11,26,1,8,20,40,NROI
-57,-50,-39,-28,-38,-25,-1,14,-17,1,30,45,3,23,47,60,NROI
-81,-63,-46,-28,-37,-19,-5,4,-6,8,15,15,5,15,17,13,NROI
-19,-4,5,2,3,9,10,0,4,1,-1,-5,-3,-9,-11,-7,NROI
12,15,17,21,2,5,9,13,-21,-17,-10,-3,-44,-39,-31,-20,NROI
5,6,6,5,0,2,4,4,-14,-7,-3,-1,-28,-19,-12,-8,NROI
7,10,3,-6,7,7,1,-6,3,2,-2,-8,-3,-1,-4,-9,NROI
0,-3,-8,-18,2,0,-3,-12,3,3,1,-6,3,5,4,-3,NROI
17,4,-11,-20,23,10,-9,-20,29,16,-6,-19,33,20,-5,-18,NROI
9,1,-4,-5,10,2,-2,-4,11,3,-1,-3,12,3,-1,-2,NROI
0,-1,-3,-7,1,0,-2,-4,2,1,-1,-1,3,1,0,-9,NROI
-1,6,8,20,-8,0,11,6,-4,-2,1,0,-13,-7,-2,9,NROI
0,-26,-46,-28,-53,-45,2,42,-32,0,31,39,-9,11,29,44,NROI
-27,2,5,4,0,2,2,-12,-2,9,-1,-31,-7,-34,-40,4,NROI
-49,-7,-1,-4,-34,6,2,-1,-34,6,7,7,0,-5,0,5,NROI
0,-6,-2,3,6,-3,-6,0,11,1,-5,-4,17,8,-1,-6,NROI
-4,-6,0,-1,-3,-2,0,-2,-3,4,6,4,-3,8,11,12,NROI
0,4,12,15,-1,-2,1,6,2,-6,-9,-4,8,-7,-11,-1,NROI
2,1,-30,-40,3,4,-14,-31,0,6,1,-15,-11,-8,0,3,NROI
0,-3,-6,2,1,-4,-5,-1,0,-6,0,-1,12,1,1,11,NROI
12,35,25,7,-2,28,-5,-4,-21,-12,-35,-30,24,1,4,-12,NROI
16,-2,-12,0,0,-23,-12,22,-20,-18,9,35,-7,17,36,31,NROI
3,0,-11,-33,10,-2,9,-3,12,1,-5,-11,4,1,-10,0,NROI
-20,-9,1,6,0,-2,-1,4,-7,1,9,1,-3,-4,1,-5,NROI
25,-5,-26,-9,30,1,-8,-5,0,-36,13,35,0,-19,14,33,NROI
1,25,22,20,-42,-9,16,25,-50,-46,-2,24,-8,-27,-18,8,NROI
13,0,4,-2,10,-5,6,-3,7,-1,1,-3,10,-2,-9,-4,NROI
-8,1,6,0,-8,1,6,0,-8,0,6,-1,-9,0,5,-1,NROI
-10,0,3,1,-11,-1,2,0,-11,-1,2,0,-11,-1,2,0,NROI
0,0,-1,-2,1,1,-1,-3,2,2,-1,-3,2,2,-1,-3,NROI
0,0,0,0,-1,-1,0,1,-2,-2,0,2,-2,-1,0,3,NROI
7,1,-2,-2,9,2,-1,-2,10,2,-1,-1,11,3,-1,-1,NROI
1,0,-1,-3,2,1,-1,-2,2,1,-1,-2,2,1,0,-2,NROI
2,1,-4,-8,2,2,-7,-13,3,2,-6,-13,3,2,-2,-6,NROI
12,7,-1,-9,6,2,-4,-10,7,1,-4,-10,12,5,-3,-11,NROI
6,-1,-6,-4,7,1,-2,-3,7,3,1,-2,5,0,-3,-2,NROI
2,2,1,1,0,0,-1,-1,0,0,-1,-3,2,1,0,-2,NROI
5,4,3,3,2,1,0,0,-1,-2,-3,-3,-1,-2,-4,-5,NROI
13,6,3,0,7,-1,-3,-6,6,0,-2,-4,5,1,-1,-3,NROI
2,0,-1,-2,-3,-4,-5,-4,0,-1,0,1,1,1,2,3,NROI
2,2,2,0,0,0,-2,-5,5,4,-1,-5,8,6,-1,-7,NROI
18,11,3,-6,12,6,-2,-9,9,2,-6,-12,5,-5,-15,-22,NROI
10,3,-4,-11,10,5,-1,-9,10,7,2,-8,0,-2,-6,-13,NROI
0,1,2,5,-2,-1,6,5,2,0,-2,-10,-3,-4,-3,-1,NROI
23,59,104,134,-1,0,11,34,-19,-18,-6,4,-1,-1,-1,0,NROI
45,47,43,40,-19,21,43,44,-102,-71,-29,19,-96,-95,-97,-70,NROI
-3,0,3,1,-7,-5,5,4,-1,2,0,-2,-72,-24,8,5,NROI
11,4,0,-6,11,2,-2,-8,18,0,-3,-9,7,-1,-4,-10,NROI
-7,-3,4,2,-8,-3,4,2,-9,-4,4,2,-10,-4,3,2,NROI
0,1,-2,0,0,2,-2,0,0,2,-2,0,1,3,-2,1,NROI
2,0,0,-9,1,0,0,-11,0,0,0,-12,0,0,0,-14,ROI
20,-12,-7,10,15,-12,-4,6,12,-11,-2,3,10,-11,-1,1,NROI
8,9,11,12,2,2,2,3,-3,-5,-6,-6,-6,-9,-11,-11,NROI
9,10,11,11,-1,2,4,5,-10,-6,-2,1,-14,-10,-6,-2,NROI
5,6,6,6,1,4,5,6,-7,-5,-3,-1,-14,-13,-10,-7,NROI
-1,-1,-2,-2,1,2,3,4,-4,0,2,4,-9,-5,-1,2,NROI
-6,-11,-14,-16,1,-3,-6,-7,2,1,0,-1,0,3,4,3,NROI
-10,-13,-16,-17,-2,-4,-6,-8,6,5,3,2,10,9,8,7,NROI
-10,-11,-12,-11,0,-1,-4,-6,9,9,3,-2,15,15,8,2,NROI
-5,-8,-8,-11,0,-2,-1,-6,5,4,6,0,9,9,12,5,NROI
45,5,-24,-31,48,8,-19,-25,52,13,-11,-17,56,17,-6,-13,NROI
-8,-6,-4,-5,-2,0,0,-3,3,4,4,0,5,6,5,1,NROI
-5,-5,-3,1,-3,-3,0,5,0,-1,2,7,1,0,3,9,NROI
-18,-18,-6,6,-14,-13,0,16,-7,0,10,25,-1,13,18,30,NROI
-40,-35,-21,1,-27,-17,-1,22,-12,7,27,48,-1,25,50,68,NROI
-48,-28,-11,-2,-28,-10,1,6,-9,2,5,8,5,6,-4,1,NROI
4,9,8,3,5,5,1,-4,3,-1,-7,-12,-2,-3,-7,-10,NROI
6,3,2,5,0,-1,0,1,-8,-8,-7,-6,-3,-1,0,-2,NROI
-11,-6,1,9,-10,-6,-1,3,-2,0,1,0,6,5,3,-2,NROI
8,15,24,34,-2,2,11,21,-9,-8,-2,7,-15,-17,-14,-7,NROI
7,13,11,9,-4,7,7,6,-19,-2,-1,0,-33,-15,-11,-9,NROI
0,3,4,-4,-1,4,5,-3,-6,1,3,-3,-12,-3,1,-4,NROI
22,9,-12,-28,23,10,-9,-26,23,10,-10,-27,23,10,-10,-28,NROI
11,3,-1,-4,11,2,-1,-4,11,2,-1,-4,10,1,-2,-5,NROI
2,1,3,-1,0,0,3,1,0,-1,3,-1,-1,-1,2,-1,NROI
-10,-4,11,24,-6,0,11,24,-5,0,4,21,-6,-5,-1,19,NROI
-7,16,30,31,-4,9,10,8,2,-8,-17,-3,-1,-36,-40,0,NROI
-17,-37,-17,50,-28,-28,4,61,-20,-4,27,62,-5,16,39,53,NROI
0,-2,0,-4,-3,2,2,-3,-4,2,2,0,-4,2,0,-3,NROI
10,7,-3,-12,11,5,-8,-16,13,2,-16,-28,11,4,-12,-25,NROI
0,22,28,23,-3,21,29,25,-16,-7,0,2,-14,-24,-25,-19,NROI
18,2,-3,6,15,-4,-6,10,-3,-12,-5,11,-15,-9,3,11,NROI
-7,-17,7,17,-3,-14,13,20,-1,-3,13,12,-2,1,3,-4,NROI
12,-7,-21,-26,19,2,-12,-18,5,-1,0,1,-12,-4,9,10,NROI
-2,6,13,-2,-3,-4,-1,-6,14,-8,-4,0,16,0,13,18,NROI
-29,-6,5,-9,-18,-3,0,-10,0,4,-1,-5,16,14,4,0,NROI
0,4,-5,-4,2,-2,-4,-3,11,-4,-3,0,16,3,0,-1,NROI
6,4,10,9,2,-6,-3,2,2,-11,-10,-3,2,-9,-8,-5,NROI
-7,-17,-18,11,0,0,-16,-3,1,10,15,-6,-8,2,50,10,NROI
19,7,-14,1,11,11,-7,-13,-10,14,15,-10,-34,-2,17,-2,NROI
15,7,-9,-1,-12,12,0,2,-35,4,-4,3,-38,-19,-10,4,NROI
-5,2,3,-7,-3,4,3,-9,-3,4,3,-8,-3,3,4,-7,NROI
-10,3,6,1,-12,2,6,-1,-12,1,5,-1,-12,-1,3,-1,NROI
0,1,1,-1,-2,1,1,-1,-2,1,1,-1,-2,0,1,-1,NROI
1,-2,-1,2,1,-3,-3,1,0,-3,-3,1,0,-3,-3,1,NROI
5,2,-3,-8,4,3,-3,-9,3,3,-4,-10,3,2,-4,-11,NROI
4,3,1,-3,3,3,0,-6,2,1,-2,-8,0,0,-4,-11,NROI
0,4,5,-2,-2,3,6,-1,-4,1,5,-1,-7,-2,3,-1,NROI
9,2,-2,-7,8,1,-1,-5,9,1,-2,-6,10,1,-3,-7,NROI
5,0,-1,-3,7,0,0,-1,7,1,0,-1,8,2,0,0,NROI
1,1,-1,-3,2,1,-1,-3,4,2,-1,-4,5,2,-1,-5,NROI
4,3,1,0,4,1,0,-1,2,-1,-3,-5,1,-3,-6,-8,NROI
5,0,1,0,4,-1,0,1,2,-1,0,1,0,-1,0,1,NROI
1,1,-1,-2,2,2,-1,-3,2,1,-2,-4,1,0,-3,-6,NROI
12,7,-1,-5,9,4,-5,-8,8,3,-5,-8,6,1,-6,-9,NROI
9,1,-6,-12,8,2,-4,-10,8,2,-3,-9,8,3,-2,-7,NROI
2,-2,-4,-8,4,0,-2,-4,4,1,-1,-4,6,3,1,-2,NROI
-1,-3,-3,-4,3,1,-1,-3,3,2,0,-2,5,4,2,0,NROI
1,-1,-2,-4,1,-1,-2,-4,2,0,-1,-1,4,2,1,0,NROI
-2,2,-5,-6,0,-1,-2,-4,5,1,0,0,7,7,1,-8,NROI
9,50,97,127,-6,5,34,77,-9,-15,-6,21,-16,-18,-15,-13,NROI
16,-3,3,-2,-7,7,5,2,-62,-7,7,9,-124,-63,-11,7,NROI
-15,-8,3,2,-8,-5,4,7,-5,-3,7,8,-7,-5,7,4,NROI
1,1,-1,0,5,-9,-3,-1,4,-9,-3,0,0,4,-1,1,NROI
-3,0,3,-14,-2,2,4,-15,-1,3,2,-19,0,4,0,-24,NROI
5,-6,3,-1,2,-5,3,-4,1,-5,2,-4,0,-5,1,-5,NROI
2,1,0,1,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,NROI
1,2,4,5,0,0,1,1,0,0,0,0,-1,-1,0,0,NROI
1,3,5,8,-2,1,3,5,-4,-2,-1,2,-6,-5,-4,-2,NROI
1,5,8,11,-3,1,3,5,-6,-3,-1,1,-11,-8,-6,-4,NROI
5,11,14,12,0,6,8,6,-4,-1,0,-1,-10,-7,-7,-8,NROI
6,8,10,10,0,3,7,6,-7,-4,-1,-1,-14,-11,-8,-8,NROI
19,16,4,-5,15,10,-2,-10,8,3,-6,-12,1,-4,-10,-15,NROI
-1,4,15,11,-5,1,13,10,-8,-3,8,0,-12,-7,0,-13,NROI
66,20,-5,-11,63,16,-9,-15,55,12,-10,-16,42,5,-13,-18,NROI
4,5,4,3,0,1,1,1,-2,-1,0,0,-4,-3,-1,0,NROI
-13,-9,-1,8,-13,-7,4,15,-12,-4,8,20,-10,0,15,29,NROI
-50,-34,-19,-2,-40,-17,7,29,-31,1,33,56,-19,18,53,73,NROI
-39,-15,-3,1,-14,0,4,0,3,6,4,-2,9,4,-1,-7,NROI
3,4,-1,1,-1,1,0,0,-5,-2,1,0,-10,-7,1,-2,NROI
5,5,4,3,2,1,1,1,-1,-2,-2,-1,-4,-6,-6,-4,NROI
0,0,0,3,-1,-1,-1,2,-2,0,1,2,-3,2,3,0,NROI
-7,-9,-14,-22,1,-2,-7,-16,12,10,5,-5,27,26,22,11,NROI
3,-2,-1,5,7,0,-3,0,16,5,-2,-4,29,12,-1,-8,NROI
2,17,21,26,-5,3,7,15,-12,-10,-5,5,-21,-20,-15,-2,NROI
-11,0,7,3,-19,-4,5,2,-27,-9,3,1,-32,-12,0,1,NROI
23,10,-11,-29,23,10,-12,-29,23,10,-12,-30,23,11,-12,-30,NROI
11,2,-1,-4,10,1,-2,-5,10,0,-3,-6,9,1,-3,-6,NROI
0,0,4,5,0,-1,3,8,-1,-2,2,5,-2,-3,1,-1,NROI
-10,-13,-7,14,-8,-10,0,13,-6,0,11,19,-9,0,10,18,NROI
2,-50,-36,21,-12,-60,-30,15,-2,-31,6,25,10,-15,26,47,NROI
-34,-14,4,5,-49,-23,4,3,-53,-19,23,24,-30,-3,30,30,NROI
3,7,0,-6,0,-2,-12,-14,6,-5,-7,-4,9,5,5,8,NROI
3,5,0,-1,-4,-6,-9,-2,3,0,-5,-4,10,3,0,4,NROI
5,-11,-23,-21,11,1,-10,-9,-1,-6,-4,4,4,9,11,13,NROI
-21,-10,1,-1,-13,-8,3,8,6,6,2,-1,11,0,-11,-9,NROI
-10,-10,-18,-22,-1,-5,-11,-6,6,10,11,10,1,5,10,10,NROI
-27,-12,1,-11,-3,5,5,-17,6,8,7,-7,-1,-4,4,9,NROI
-22,-12,12,12,-32,-7,15,15,-12,-4,3,10,13,-3,-3,5,NROI
8,6,-4,-14,0,2,-5,-20,-1,4,-2,-15,5,8,1,-5,NROI
5,5,-5,-11,-1,7,-2,-8,5,-1,-1,0,16,0,0,2,NROI
5,0,3,0,7,0,2,0,11,-5,-7,-2,13,-2,-3,2,NROI
-19,-16,52,37,-17,-18,11,47,-2,2,-20,24,2,7,-15,-4,NROI
-19,-26,6,24,5,-48,-19,30,23,-5,-13,16,4,23,-14,-28,NROI
-10,-23,26,32,0,-37,32,35,15,-28,-17,33,-1,-9,-72,31,NROI
-4,1,2,-8,-3,1,3,-7,-2,1,4,-5,-2,1,4,-4,NROI
-8,1,4,3,-8,0,3,2,-8,-3,0,2,-8,-4,-1,2,NROI
-1,1,1,-1,-2,0,1,-1,-2,0,0,-2,-3,0,0,-2,NROI
2,-1,-1,3,2,-1,-1,3,1,-2,-2,2,1,-2,-2,2,NROI
6,4,-3,-9,5,3,-4,-10,5,2,-5,-12,5,2,-6,-13,NROI
7,6,1,-6,5,4,-1,-9,3,1,-4,-13,2,-1,-7,-15,NROI
-6,-1,6,4,-9,-5,4,4,-13,-9,2,5,-15,-12,0,5,NROI
12,3,-3,-7,13,3,-5,-8,14,4,-6,-9,15,4,-6,-10,NROI
7,2,-3,-3,9,3,-4,-5,9,3,-4,-7,10,4,-4,-10,NROI
9,6,3,-2,7,4,1,-3,3,1,-2,-5,-1,-2,-5,-7,NROI
7,2,-1,-4,5,1,-3,-5,3,0,-3,-5,3,0,-1,-3,NROI
-1,-1,0,0,-2,0,0,0,-2,-1,0,0,-1,-1,0,-1,NROI
5,3,0,-4,4,1,-2,-6,3,0,-4,-8,2,-1,-5,-10,NROI
10,5,-1,-3,7,3,-1,-3,5,2,-1,-3,3,0,-2,-3,NROI
5,1,-4,-9,5,1,-4,-8,5,2,-3,-7,5,1,-2,-5,NROI
0,-3,-5,-8,2,0,-3,-6,3,1,-1,-4,5,3,1,-2,NROI
0,-1,-3,-5,2,0,-1,-4,4,2,0,-1,6,4,2,0,NROI
0,-2,-4,-5,1,0,-2,-4,3,2,1,-2,5,3,2,-1,NROI
7,9,1,-11,4,-1,-3,-3,2,-4,-4,-1,2,3,1,-4,NROI
-2,4,6,-5,7,3,-2,-3,8,-1,-7,-3,3,3,1,-2,NROI
-12,12,75,123,1,-13,7,75,9,-5,-19,24,-1,-4,-5,-1,NROI
-3,-1,3,4,-11,0,-3,5,-52,-7,9,9,-106,-42,7,9,NROI
4,9,-3,0,16,0,-3,2,5,-7,-4,3,-8,-3,-5,4,NROI
2,5,-3,-30,3,6,-5,-36,5,7,-8,-42,6,8,-10,-47,NROI
3,0,5,-2,1,-1,4,-3,0,-1,3,-3,-1,-1,2,-4,NROI
1,1,1,2,0,0,0,1,-1,-1,0,0,-2,-1,-1,-1,NROI
1,1,2,2,0,0,1,1,-1,-1,0,0,-2,-1,-1,-1,NROI
0,0,1,3,-2,-1,0,1,-2,-1,0,0,-1,0,0,1,NROI
2,3,5,7,-1,0,2,3,-2,-1,0,0,-2,-1,-1,0,NROI
0,3,5,3,-5,0,2,1,-7,-2,0,-1,-8,-4,-3,-4,NROI
-1,2,6,6,-2,1,4,4,-4,-1,2,2,-8,-5,-1,-1,NROI
11,6,1,-4,9,4,-2,-8,7,2,-4,-11,4,-1,-7,-14,NROI
9,14,17,-3,4,9,7,-20,0,3,-2,-35,-3,-1,-9,-47,NROI
47,16,3,0,31,7,0,-1,17,-1,-3,-1,6,-6,-5,-1,NROI
-5,-3,-1,3,-5,-3,0,5,-4,-2,3,9,-2,1,5,13,NROI
-35,-22,-4,12,-30,-13,7,25,-23,-4,19,39,-17,4,29,51,NROI
-58,-21,9,20,-43,-9,9,10,-29,1,7,0,-21,0,3,-5,NROI
7,2,0,-3,-5,-6,-1,0,-11,-5,3,6,-10,-2,4,3,NROI
-5,-3,8,4,-2,-3,4,1,5,1,-1,-3,3,0,-6,-6,NROI
3,0,0,3,0,-1,-1,3,-1,-2,-1,3,-2,0,2,5,NROI
-2,3,5,0,-3,2,4,-2,-3,1,2,-4,-4,-1,0,-5,NROI
-4,-5,-10,-22,2,3,-4,-15,8,9,1,-9,14,16,8,-2,NROI
19,-2,-20,-32,30,12,-12,-34,38,23,-4,-32,45,28,1,-28,NROI
-1,0,6,20,-7,-2,3,13,-8,-3,1,9,-4,-4,0,8,NROI
-25,-5,9,10,-35,-13,7,15,-41,-18,6,18,-42,-19,5,17,NROI
25,14,-10,-28,29,11,-13,-28,31,10,-14,-28,31,10,-14,-28,NROI
10,1,-2,-5,11,1,-4,-6,12,1,-5,-7,12,1,-5,-7,NROI
-2,-3,1,-2,0,0,1,-3,1,1,0,-2,1,1,0,1,NROI
-10,-3,2,11,-14,-8,2,14,-13,-7,3,16,-9,-5,3,12,NROI
-10,-46,0,39,-5,-27,-12,25,0,-4,-9,16,-1,10,6,16,NROI
-30,-10,9,9,-38,-12,10,9,-43,-12,11,9,-38,-7,6,7,NROI
2,2,0,-1,-4,3,1,-5,-4,3,-2,-7,1,3,-5,-7,NROI
0,-4,-1,4,-9,-8,0,3,-10,-5,3,3,-4,2,7,5,NROI
-5,-1,-1,-5,1,2,0,-2,2,3,2,0,0,0,2,-2,NROI
10,-4,-7,7,10,-8,-11,8,8,-9,-11,7,3,-13,-11,9,NROI
-8,-19,4,7,-1,-19,1,6,4,-15,-2,5,3,-15,-4,3,NROI
1,-5,2,13,8,-4,-7,1,11,-1,-10,-7,9,1,-4,-5,NROI
17,-5,-4,-1,14,-1,-1,-2,5,0,1,3,-3,-3,0,8,NROI
15,15,8,6,1,0,0,1,-3,-5,-3,-5,3,0,-3,-9,NROI
10,-1,-8,-12,4,9,2,-3,-6,1,4,5,-14,-16,-1,6,NROI
-1,-8,-5,-5,1,0,-1,-6,10,9,0,-12,20,17,3,-17,NROI
10,3,-20,-4,16,10,-9,-17,14,12,-6,-12,1,3,-16,-2,NROI
-31,4,-21,-60,-36,11,17,-17,-28,4,21,4,-13,-3,5,2,NROI
-11,16,-78,42,-3,17,-79,24,3,-7,-79,10,4,-39,-76,6,NROI
1,4,8,-1,0,0,4,-1,-3,-1,2,-3,-8,0,3,-6,NROI
-4,-1,2,6,-4,-2,0,6,-5,0,-3,4,-6,0,-8,1,NROI
-2,1,1,-1,-7,-2,2,2,-10,-4,3,4,-10,-5,1,2,NROI
2,-1,-1,3,4,-2,-4,2,5,-3,-5,1,4,-3,-5,0,NROI
6,3,-4,-11,7,3,-3,-9,7,2,-2,-8,6,2,-3,-8,NROI
8,5,-1,-9,8,2,-5,-11,8,0,-7,-12,7,0,-7,-12,NROI
-7,-3,9,15,-11,-11,4,15,-12,-13,2,16,-11,-12,2,16,NROI
18,7,-5,-9,20,6,-6,-10,21,5,-7,-10,21,4,-7,-11,NROI
15,9,-1,-8,7,4,-4,-8,2,0,-5,-8,1,0,-6,-9,NROI
2,0,-2,-4,3,1,-1,-3,4,2,0,-3,3,1,-1,-3,NROI
2,1,-1,-2,2,0,-2,-3,2,0,-2,-4,2,0,-2,-3,NROI
1,1,1,0,0,-1,-1,-3,0,-1,-2,-4,0,0,-1,-3,NROI
6,3,-2,-7,4,1,-2,-5,3,0,-2,-3,3,1,-1,-3,NROI
0,-3,-4,-6,3,1,-2,-4,6,3,-1,-2,6,3,0,-2,NROI
1,-2,-5,-8,3,0,-3,-5,5,2,-1,-4,5,3,0,-3,NROI
-1,-3,-5,-8,2,0,-2,-6,4,3,0,-5,4,3,1,-4,NROI
2,0,-2,-4,4,2,-1,-4,5,3,0,-3,5,4,0,-3,NROI
3,1,-1,-4,3,0,-1,-4,3,0,-2,-4,3,1,-1,-4,NROI
-2,1,1,-2,1,1,-1,-4,3,1,-2,-6,3,1,-2,-6,NROI
8,5,1,-2,6,1,-3,-5,4,-1,-5,-7,4,0,-4,-7,NROI
6,-3,3,-2,4,-2,8,-2,2,0,6,-2,2,0,0,-3,NROI
-26,27,90,117,-36,-12,46,110,-37,-32,11,85,-36,-36,-16,42,NROI
1,-6,-5,5,8,-9,-2,2,8,-6,0,0,-1,2,2,0,NROI
9,12,-8,-46,9,12,-13,-54,8,11,-16,-58,9,9,-20,-58,NROI
-1,0,2,-3,0,4,1,-5,0,6,0,-6,0,4,-2,-6,NROI
1,1,2,2,0,0,1,1,-1,0,0,1,-1,0,0,0,NROI
-1,-1,0,0,-1,-1,0,0,-2,-1,0,0,-2,-1,0,0,NROI
0,1,1,1,-1,0,0,1,-1,-1,0,0,-2,-1,0,0,NROI
0,0,0,1,0,0,1,2,-1,0,1,2,-1,0,1,2,NROI
-2,0,-1,-2,-1,-2,-1,2,0,-2,0,5,0,-1,1,4,NROI
-3,0,3,3,0,-2,-2,2,2,-2,-3,1,2,0,-1,-2,NROI
11,6,2,-4,13,9,-1,-13,11,4,-10,-25,0,-13,-27,-40,NROI
43,45,35,-6,29,19,6,-18,14,-2,-18,-30,1,-14,-28,-39,NROI
4,-5,-1,4,8,1,-1,2,6,1,-2,0,-1,-3,-4,0,NROI
-8,-5,1,9,-11,-6,1,10,-11,-5,3,16,-8,-2,9,26,NROI
-51,-28,-1,22,-47,-22,8,34,-39,-12,17,42,-25,1,26,45,NROI
-13,-1,0,-5,-3,0,0,-1,2,1,1,1,1,1,1,0,NROI
-3,4,6,3,0,1,1,-2,1,-1,-2,-4,0,-1,-2,-3,NROI
5,5,-2,0,0,0,-2,4,-1,-2,0,7,0,1,4,10,NROI
-10,-7,-4,-2,-2,0,0,-1,2,4,2,-1,3,4,1,-2,NROI
-2,0,-1,-4,-2,0,1,0,-3,0,2,2,-3,-2,0,1,NROI
3,5,-2,-13,4,6,1,-9,0,4,-1,-9,-5,0,-3,-10,NROI
28,11,-18,-48,32,15,-15,-46,33,15,-14,-46,33,17,-12,-44,NROI
0,-3,0,9,1,-5,-2,7,1,-7,-4,5,2,-9,-6,3,NROI
-36,-12,12,24,-37,-13,12,24,-38,-14,12,25,-40,-15,11,25,NROI
33,12,-12,-27,34,13,-13,-27,34,14,-12,-28,35,15,-13,-28,NROI
14,3,-3,-5,14,3,-3,-5,14,3,-4,-6,13,2,-4,-6,NROI
1,1,0,3,0,0,-1,3,0,0,-1,0,-1,-1,-2,-2,NROI
-7,-4,3,9,-9,-5,3,8,-13,-8,3,9,-15,-8,4,11,NROI
-21,2,1,2,-26,-1,5,8,-30,-11,1,17,-30,-19,-3,28,NROI
-27,0,2,7,-19,3,-2,6,-13,2,-2,6,-8,-1,-4,5,NROI
2,2,-8,-6,2,0,-6,-2,1,-4,-1,1,-4,-6,1,2,NROI
-3,0,1,1,1,0,0,2,2,0,0,1,-1,0,-2,-8,NROI
-1,-6,0,-1,2,-8,0,-1,1,0,4,-7,-4,4,4,-18,NROI
13,-6,-1,23,9,-13,-6,24,0,-17,-5,25,-9,-14,3,27,NROI
4,-12,-5,2,4,-10,-7,0,4,-6,-6,0,5,0,-3,1,NROI
0,-3,-3,-6,-3,-1,3,1,-5,0,5,5,-7,-1,6,5,NROI
-16,-13,-14,-3,-5,-3,-9,-2,6,8,2,4,6,8,7,7,NROI
1,-1,-5,-13,3,0,-4,-11,11,6,-1,-9,22,14,2,-7,NROI
-7,-15,4,7,-1,-7,6,0,1,-1,6,0,1,-7,-1,8,NROI
8,7,-7,-31,4,6,-4,-28,6,8,-4,-27,17,13,-7,-31,NROI
-4,0,-13,-3,-3,4,7,-7,1,6,-7,-14,2,6,0,10,NROI
-9,0,1,3,-14,7,5,0,-30,0,12,7,-40,-43,-30,-22,NROI
21,-42,-50,28,21,-38,-27,56,23,-24,-5,57,4,-10,27,-12,NROI
-7,4,5,-5,4,6,1,-9,7,10,-3,-15,-29,3,-1,-18,NROI
-1,2,-11,6,0,4,-12,6,0,9,-5,1,-8,3,-1,-4,NROI
-3,1,6,6,-3,0,3,3,-4,-1,0,0,-6,-3,-2,-3,NROI
6,1,-1,3,4,0,-1,2,2,0,-1,0,0,-1,-1,-1,NROI
9,7,2,-4,7,5,0,-6,4,1,-4,-11,0,-3,-9,-17,NROI
17,9,3,-1,13,6,0,-2,8,0,-4,-6,2,-6,-10,-10,NROI
-4,-4,8,21,-4,-4,7,19,-6,-4,6,18,-9,-7,4,17,NROI
24,7,-4,-8,23,6,-5,-9,21,4,-7,-10,20,3,-7,-11,NROI
7,4,-1,-4,6,3,-2,-6,4,2,-3,-7,3,1,-5,-8,NROI
4,3,1,0,2,1,1,-1,1,0,-1,-2,-1,-2,-2,-3,NROI
1,0,-2,-3,1,0,-1,-2,1,0,0,-1,1,0,0,-1,NROI
0,-1,-2,-3,1,0,-1,-3,2,1,0,-2,3,2,1,-1,NROI
2,0,-3,-4,2,0,-2,-3,3,2,-1,-3,4,2,0,-2,NROI
3,0,-3,-5,4,1,-2,-3,5,2,-1,-2,5,3,0,-1,NROI
1,-1,-4,-7,2,0,-3,-6,4,1,-2,-5,5,2,0,-3,NROI
0,-1,-3,-8,2,0,-2,-7,3,2,-1,-5,4,3,0,-4,NROI
1,-1,-5,-8,2,0,-3,-6,3,1,-2,-6,5,2,0,-4,NROI
1,-1,-3,-6,3,0,-2,-4,3,1,-1,-4,5,2,0,-3,NROI
3,1,-2,-6,4,1,-1,-5,4,2,-1,-5,4,2,-1,-4,NROI
5,1,-3,-6,6,1,-3,-5,6,2,-2,-5,7,2,-2,-5,NROI
2,0,-6,-2,2,0,-6,0,3,0,-3,2,3,0,0,2,NROI
-1,-6,-7,30,1,-4,-13,2,2,1,-5,-5,2,4,4,-2,NROI
-26,8,2,-1,-65,6,4,-1,-109,-10,4,0,-138,-45,2,0,NROI
26,21,-8,-42,26,17,-13,-42,27,13,-19,-43,27,8,-25,-44,NROI
6,8,1,-1,6,4,-2,-1,6,2,-5,-2,6,-2,-9,-2,NROI
-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,1,ROI
-2,-1,0,0,-2,-1,0,0,-2,-1,0,0,-2,-1,0,0,NROI
-1,0,0,1,-1,0,1,2,0,0,1,2,-1,0,1,1,NROI
-2,-1,0,1,-2,-1,0,1,-2,-1,0,1,-2,-1,0,1,NROI
-2,-1,0,1,-2,0,0,0,-2,0,0,-1,-2,0,-1,-2,NROI
1,0,0,-10,1,2,-2,-19,0,2,-6,-31,0,0,-13,-44,NROI
